"","...1","Unnamed: 0","year","states","type","average_price","total_volume","type4046","type4225","type4770","total_bags","small_bags","large_bags","xlarge_bags"
"205",238,239,2017,"Dallas","conventional",0.937924528301887,64967396.2,33744358,13030866.68,496196.67,17695976.85,14883034.79,2787519.21,25420.85
"206",239,240,2017,"Dallas","organic",1.41603773584906,1273586.51,373197.18,53496.55,0,846892.78,832632.08,14260.7,0
"207",240,241,2017,"Denver","conventional",1.21811320754717,40706656.01,7849504.28,12146942.55,772540.4,19937670.78,7477021.42,12446949.54,13700.82
"208",241,242,2017,"Denver","organic",1.49735849056604,1852421.11,556346.1,100204.05,3127.6,1192743.36,929122.48,263618.37,2.51
"209",242,243,2017,"Detroit","conventional",1.24849056603774,19471915.7,5023760.57,3315166.41,1420517.39,9712474.33,8550820.83,698333.88,463318.62
"210",243,244,2017,"Detroit","organic",1.42962264150943,1040508.49,30223.1,221642.45,1.42,786975.41,342419.63,444555.78,0
"211",244,245,2017,"Grand Rapids","conventional",1.57490566037736,8482517.48,109574.37,4253283.85,1533115.1,2586546.16,1857463.82,304670.74,424410.6
"212",245,246,2017,"Grand Rapids","organic",1.68056603773585,271940.18,1863.55,78931.77,0,191130.2,188768.27,2361.93,0
"213",248,249,2017,"Harrisburg","conventional",1.40830188679245,12413931.23,2460278.2,6337213.41,17354.03,3599084.59,3289392.73,252381.29,57312.57
"214",249,250,2017,"Harrisburg","organic",1.78320754716981,730386.75,23988.76,17141.03,1889.88,687367.08,686912.74,454.34,0
"215",250,251,2017,"Hartford","conventional",1.57471698113208,14531075.85,516443.59,10786782.3,63553.79,3164297.17,2918325.88,210656.54,35312.75
"216",251,252,2017,"Hartford","organic",2.20188679245283,791528.17,9915.62,313879.72,397.11,467335.72,463401.37,3934.35,0
"217",252,253,2017,"Houston","conventional",0.875660377358491,67310150.98,32882784.15,11696249.79,649308.75,22081807.29,13705420.85,8372365.73,4020.71
"218",253,254,2017,"Houston","organic",1.33245283018868,1782941.91,498024.65,5929.73,1.99,1278985.54,1222158.41,56827.13,0
"219",254,255,2017,"Indianapolis","conventional",1.24679245283019,9616102.33,668575.35,4107726.67,114067.44,4725731.87,2177151.04,2522057.48,26523.35
"220",255,256,2017,"Indianapolis","organic",1.41471698113208,385098.77,8677.4,74187.33,0,300843.99,150383.75,150460.24,0
"221",256,257,2017,"Jacksonville","conventional",1.39641509433962,9012489.87,4841348.69,937365.43,8038.99,3225735.76,1470866.75,1707780.13,47087.88
"222",257,258,2017,"Jacksonville","organic",1.94660377358491,180797.74,27638.57,29768.75,244.18,123146.24,74829.77,48316.47,0
"223",258,259,2017,"Las Vegas","conventional",1.10339622641509,16862583.01,5606162.79,3460863.87,338098.47,7457457.88,2780083.08,4671289.7,6084.1
"224",259,260,2017,"Las Vegas","organic",1.7322641509434,571249.67,84601.96,148551.22,15.8,338080.69,301716.98,36363.71,0
"225",260,261,2017,"Los Angeles","conventional",1.12962264150943,153530501.07,61658771.79,26121674.57,4629405.01,61120648.7,57947665.39,1026606.57,2146377.74
"226",261,262,2017,"Los Angeles","organic",1.62509433962264,4950673.17,600718.66,1402226.64,92.15,2947635.72,2803514.26,144121.46,0
"227",262,263,2017,"Louisville","conventional",1.22660377358491,5044164.04,166484.55,2239818.42,12817.91,2625045.16,958243.43,1656967.44,9834.29
"228",263,264,2017,"Louisville","organic",1.48754716981132,215945.4,141.99,64136.63,0,151666.78,42242.33,109424.45,0
"229",264,265,2017,"Miami","conventional",1.46509433962264,30625904.95,18912947.33,4396047.04,47671.09,7269240.49,3466465.92,3681744.71,121028.86
"230",265,266,2017,"Miami","organic",1.81,254326.08,20026.93,15412.83,0,218886.32,187914.3,30972.02,0
"231",268,269,2017,"Nashville","conventional",1.05566037735849,12499006.59,6096289.97,1038587.23,7133.22,5356996.17,4583549.3,710145.03,63302.84
"232",269,270,2017,"Nashville","organic",1.42433962264151,439638.24,11146.17,136554.46,0,291937.61,76765.75,215171.86,0
"233",270,271,2017,"New Orleans","conventional",1.25792452830189,14095484.38,8297478.6,1506260.4,26931.35,4264814.03,3414599.1,561694.77,288522.16
"234",271,272,2017,"New Orleans","organic",1.58018867924528,231017.51,11437.24,5806.18,0,213774.09,196665.37,17108.72,0
"235",272,273,2017,"New York","conventional",1.57320754716981,70232226.16,3103570.54,43993127.33,861112.8,22274416.49,18763288.58,3240097.78,271031.13
"236",273,274,2017,"New York","organic",2.04660377358491,4618447.15,599671.34,1924935.13,27542.98,2066297.7,2054714.75,11582.95,0
"237",276,277,2017,"Northern New England","conventional",1.42962264150943,21724892.61,624236.76,17159611.51,209544.05,3731502.29,1703739.17,1978416.27,49345.85
"238",277,278,2017,"Northern New England","organic",1.72471698113208,935398.57,1249.48,14099.5,0,920049.59,908907.13,11142.46,0
"239",278,279,2017,"Orlando","conventional",1.40132075471698,18487596.36,10980418.35,2266791.21,14310.34,5226077.46,2951420.23,2181314.67,93341.56
"240",279,280,2017,"Orlando","organic",1.95905660377358,323805.67,47517.68,48138.54,0,228149.45,176565.67,51583.78,0
"241",280,281,2017,"Philadelphia","conventional",1.54735849056604,21081655.18,1800021.45,11889929.7,202827.92,7188877.11,6301938.95,840332.54,46604.62
"242",281,282,2017,"Philadelphia","organic",1.86716981132075,1189589.67,155009.91,336525.36,481.94,697572.46,694921.96,2650.5,0
"243",282,283,2017,"Phoenix","conventional",0.809622641509434,60476062.21,30794817.9,11849655.28,665417.2,17166170.83,9500575.18,7592768.05,72828.6
"244",283,284,2017,"Phoenix","organic",1.73547169811321,694472.05,184084.38,174114.45,3.49,336269.73,308834.45,27435.28,0
"245",284,285,2017,"Pittsburgh","conventional",1.27094339622642,6365600.34,2628339.49,1535914.7,95580.46,2105765.69,1645036.99,438656.44,22072.26
"246",285,286,2017,"Pittsburgh","organic",1.45490566037736,483028.32,47144.23,1089.49,3.4,434791.2,424084.23,10706.97,0
"247",288,289,2017,"Portland","conventional",1.15150943396226,35129930.46,7581464.14,8555895.69,865213.12,18127356.51,15475973.55,2626202.84,25179.12
"248",289,290,2017,"Portland","organic",1.71716981132075,1769523.45,176110.47,259788.28,735.66,1332889.04,59380.22,1272930.1,578.72
"249",290,291,2017,"Raleigh","conventional",1.3477358490566,15450176.78,4227184.04,5519772.29,367484.71,5335732.74,5145427.92,147214.49,43090.33
"250",291,292,2017,"Raleigh","organic",2.18962264150943,578471.02,10546.37,257357.4,13185.2,297382.05,271370.27,26011.78,0
"251",292,293,2017,"Richmond","conventional",1.24339622641509,13023942.5,3701900.82,4724604.26,124963.08,4472473.34,4252967.55,158111.78,61393.01
"252",293,294,2017,"Richmond","organic",1.55509433962264,622981.45,29863.87,188247.54,7139.66,397730.38,309136.93,88593.45,0
"253",294,295,2017,"Roanoke","conventional",1.20245283018868,7634560.29,1910894.75,2242907.27,6487.86,3474264.41,3215674.86,227703.83,30884.72
"254",295,296,2017,"Roanoke","organic",1.51415094339623,451051.52,14083.59,121366.49,0,315601.44,177792.95,137808.49,0
"255",296,297,2017,"Sacramento","conventional",1.43264150943396,22837660.9,7491856.05,12587976.19,165877.36,2591952.3,2447884.44,36641.52,107425.34
"256",297,298,2017,"Sacramento","organic",2.11547169811321,354767.94,112551.4,167410.5,25.56,74780.48,74602.92,177.56,0
"257",298,299,2017,"San Diego","conventional",1.2177358490566,26403980.2,9068882.98,8539879.71,1003195.81,7792020.7,7415418.78,290049.41,86552.51
"258",299,300,2017,"San Diego","organic",1.95132075471698,790312.11,68489.39,475870.47,29.48,245922.77,195999.85,49922.92,0
"259",300,301,2017,"San Francisco","conventional",1.52867924528302,40825129.7,10695341.26,25107115.4,390708.21,4631964.83,4451600.91,49274.17,131089.75
"260",301,302,2017,"San Francisco","organic",2.40320754716981,1046373.19,458478.55,454996.33,66.95,132831.36,132439.92,391.44,0
"261",302,303,2017,"Seattle","conventional",1.3088679245283,32566590.82,6234925.85,9157009.72,86516.08,17088140.17,14838658.95,2220574.01,28907.21
"262",303,304,2017,"Seattle","organic",1.88981132075472,2460974.92,63564.5,757385.93,1058.63,1638965.86,91962.59,1546099.61,903.66
"263",304,305,2017,"South Carolina","conventional",1.28547169811321,19328778.26,8769883.3,4032248.93,140072.92,6386574.11,4568698.01,1653515.7,164360.4
"264",305,306,2017,"South Carolina","organic",1.67415094339623,640188.64,18494.05,207624.59,7676.66,406393.34,328041.78,78351.56,0
"265",310,311,2017,"Spokane","conventional",1.21150943396226,4951921.42,1082675.66,1490790.35,9605.06,2368850.35,2039737.35,326037.14,3075.86
"266",311,312,2017,"Spokane","organic",1.99754716981132,199606.88,11553.06,68847.99,248.8,118957.03,14488.07,104395.48,73.48
"267",312,313,2017,"St. Louis","conventional",1.35735849056604,8611733.28,3940634.59,669438.16,10751.39,3990908.14,3259735.81,674766.32,56406.01
"268",313,314,2017,"St. Louis","organic",1.82622641509434,376389.22,45372.15,74147.26,139.77,256730.04,96767.82,159962.22,0
"269",314,315,2017,"Syracuse","conventional",1.48018867924528,3530832.24,122574.88,2187571.3,3848.53,1216837.53,1026280.63,170195.96,20361.94
"270",315,316,2017,"Syracuse","organic",1.69867924528302,201145.78,1501.41,7178.87,0,192465.5,125955.69,66509.81,0
"271",316,317,2017,"Tampa","conventional",1.41396226415094,20280956.71,12024440.05,2914995.82,11767.05,5329754.79,2763311.23,2480430.33,86012.23
"272",317,318,2017,"Tampa","organic",1.82471698113208,269180.39,28208.71,20722.07,0,220249.61,184640.36,35609.25,0
"273",318,319,2017,"Total U.S.","conventional",1.22169811320755,1801769881.21,629495144.57,560752227.2,33449030.38,578073467.06,429067088.8,139919495.04,9086883.22
"274",319,320,2017,"Total U.S.","organic",1.65150943396226,62923682.17,6882024.42,16282228.69,157027.96,39591068.77,28953982.79,10635129.47,1956.51
"275",322,323,2017,"West Tex","conventional",0.903584905660377,46470457.9,26120631.73,5569858.06,584935.67,14195031.44,6200947.63,7978581.47,15501.34
"276",323,324,2017,"West Tex","organic",1.6743137254902,919131.39,110910.95,199928.05,6140.15,602152.24,542490.16,59633.25,28.83
"277",324,325,2018,"Albany","conventional",1.32387755102041,6099075.4,486528.12,4673771.13,4819.64,933956.51,689733.88,228901.27,15321.36
"278",325,326,2018,"Albany","organic",1.57530612244898,174617.28,10951.9,18445.07,0,145220.31,145010.35,209.96,0
"279",326,327,2018,"Atlanta","conventional",0.992448979591837,33797385.59,15413691.5,1912200.19,83442.63,16388051.27,10968977.43,5245637.59,173436.25
"280",327,328,2018,"Atlanta","organic",1.57265306122449,966965.3,14706.22,253806.05,0,698453.03,410196.18,288256.85,0
"281",328,329,2018,"Baltimore","conventional",1.33510204081633,44881711.79,4773841.22,26450058.01,419530.02,13238282.54,12564867.51,599355.07,74059.96
"282",329,330,2018,"Baltimore","organic",1.45897959183673,2248674.94,63445.44,306858.23,3041.67,1875329.6,1862934.5,12395.1,0
"283",330,331,2018,"Boise City","conventional",1.23918367346939,4683220.48,2012980.1,209680.63,508002.04,1952557.71,1060955.75,887671.78,3930.18
"284",331,332,2018,"Boise City","organic",1.83775510204082,155694.08,989.5,48451.1,0,106253.48,38936.52,67124.98,191.98
"285",332,333,2018,"Boston","conventional",1.33326530612245,34440457.5,940386.76,27075619.72,96482.06,6327968.96,5187622.53,1092707.6,47638.83
"286",333,334,2018,"Boston","organic",1.65959183673469,1655580.91,6339.48,118661.1,7.33,1530573,1177433.13,353139.87,0
"287",334,335,2018,"Buffalo","conventional",1.18755102040816,8475428.61,545970.13,3709461.59,9410.54,4210586.35,2339692.85,1842803.49,28090.01
"288",335,336,2018,"Buffalo","organic",1.17183673469388,858904.9,20249.4,7054.21,0,831601.29,439576.68,392024.61,0
"289",338,339,2018,"Charlotte","conventional",1.23510204081633,13447153.18,3842757.52,3839270.17,290266.03,5474859.46,4876525.8,595733.69,2599.97
"290",339,340,2018,"Charlotte","organic",1.84081632653061,661474.04,1704.65,279141.03,7558.15,373070.21,356418.73,16651.48,0
"291",340,341,2018,"Chicago","conventional",1.37571428571429,40705284,5657229.48,21763563.96,5938282.89,7346207.67,5838340.52,1444091.73,63775.42
"292",341,342,2018,"Chicago","organic",1.67061224489796,2099221.79,16548,1078290.68,0,1004383.11,950641.17,53741.94,0
"293",342,343,2018,"Cincinnati","conventional",1.01326530612245,14568121.75,3463821.24,1465154.89,691130.85,8948014.77,7779538.27,1062362.57,106113.93
"294",343,344,2018,"Cincinnati","organic",1.63326530612245,783193.79,31814.22,240064.76,0,511314.81,218746.67,292568.14,0
"295",344,345,2018,"Columbus","conventional",0.994489795918367,11108989.66,3163864.24,1364714.35,187992.4,6392418.67,4947845.27,1402941.18,41632.22
"296",345,346,2018,"Columbus","organic",1.40979591836735,698049.13,28300.86,95195.87,1.19,444216.6,299380.38,144836.22,0
"297",346,347,2018,"Dallas","conventional",0.813673469387755,72009798.55,33318706.11,12099737.85,374228.83,26217125.76,19032310.17,6787921.35,396894.24
"298",347,348,2018,"Dallas","organic",1.41061224489796,1447564.47,270679.84,35017.25,0,1141867.38,981948.14,159919.24,0
"299",348,349,2018,"Denver","conventional",1.10714285714286,44385575.47,7997831.26,11554476.59,814900.71,24018366.91,6961477.38,17056333.52,556.01
"300",349,350,2018,"Denver","organic",1.52489795918367,1884700.47,504630.59,61682.49,3676.07,1314711.32,1099689.93,215003.22,18.17
"301",350,351,2018,"Detroit","conventional",1.0730612244898,23776048.07,5161427.88,3331616.77,2776562.72,12506440.7,10335763.14,1564189.93,606487.63
"302",351,352,2018,"Detroit","organic",1.3530612244898,1431794.9,35480.3,186197.96,1.41,809758.65,581586.43,228172.22,0
"303",352,353,2018,"Grand Rapids","conventional",1.40571428571429,9442815.06,168943.61,3835274.96,2826268.89,2612327.6,1640372.21,206476.89,765478.5
"304",353,354,2018,"Grand Rapids","organic",1.27591836734694,530217.79,1741.11,93729.83,0,434746.85,432029.07,2717.78,0
"305",356,357,2018,"Harrisburg","conventional",1.1330612244898,15756708.95,3315821.68,7595004.3,14129.99,4831752.98,4443391.53,307610.62,80750.83
"306",357,358,2018,"Harrisburg","organic",1.41734693877551,868393.89,22843.17,18707.85,266.89,826575.98,821877.04,4698.94,0
"307",358,359,2018,"Hartford","conventional",1.34367346938776,17890422.99,640398.22,13819359.73,27302.11,3403362.93,3172695.8,180192,50475.13
"308",359,360,2018,"Hartford","organic",2.00571428571429,849126.41,25571.88,418894.93,89.28,404570.32,403495.72,1074.6,0
"309",360,361,2018,"Houston","conventional",0.738775510204082,79360810.45,33817109.66,9810248.42,254141.42,35479310.95,27545945.57,7821496.55,111868.83
"310",361,362,2018,"Houston","organic",1.30755102040816,1672028.16,348911.03,5698.01,0,1317419.12,1278160.75,39258.37,0
"311",362,363,2018,"Indianapolis","conventional",1.06244897959184,10506258.88,2353144.05,2351164.72,386166.61,5415783.5,4655499.87,684931.74,75351.89
"312",363,364,2018,"Indianapolis","organic",1.35734693877551,507772,16391.74,70806.18,0,419069.44,216309.57,202759.87,0
"313",364,365,2018,"Jacksonville","conventional",1.14061224489796,11116831.34,6282417.44,632491.14,28250.55,4173672.21,1713254.43,2423488.9,36928.88
"314",365,366,2018,"Jacksonville","organic",1.61591836734694,228811.05,5866.09,37990.7,227.83,184726.43,136410.63,48315.8,0
"315",366,367,2018,"Las Vegas","conventional",1.08816326530612,17224868.49,3673056.13,5457758.07,367995.81,7726058.48,3631844.63,4061046.35,33167.5
"316",367,368,2018,"Las Vegas","organic",1.64428571428571,627894.01,103278.46,107601.78,0,417013.77,415933.75,1080.02,0
"317",368,369,2018,"Los Angeles","conventional",1.07142857142857,145880801.91,54888823.69,22201298.78,4008173.01,64782506.43,59579710.86,2393011.74,2809783.83
"318",369,370,2018,"Los Angeles","organic",1.69857142857143,5081154.89,877545.06,1523986.23,1.64,2679621.96,2675430.42,4191.54,0
"319",370,371,2018,"Louisville","conventional",1.06551020408163,5927661.89,1371938.45,1240474.32,11591.84,3303657.28,2138162.47,1138983.51,26511.3
"320",371,372,2018,"Louisville","organic",1.52571428571429,233617.63,190.89,65411.47,0,168015.27,85134.06,82881.21,0
"321",372,373,2018,"Miami","conventional",1.21877551020408,39943076.43,26224397.31,3176522.47,148135.72,10394020.93,5024914.37,5247181.61,121924.95
"322",373,374,2018,"Miami","organic",1.36857142857143,477369.85,14786.07,14275.73,0,448308.05,439370.35,8937.7,0
"323",376,377,2018,"Nashville","conventional",0.97,13739705.62,6067771.66,545535.7,19880.42,7106517.84,5287097.95,1742960.51,76459.38
"324",377,378,2018,"Nashville","organic",1.53326530612245,443329.29,2587.05,110498.65,0,330243.59,170834.42,159409.17,0
"325",378,379,2018,"New Orleans","conventional",1.06551020408163,15591625.6,8949482.76,1254762.59,80876.74,5306503.51,3830246.72,1434225.72,42031.07
"326",379,380,2018,"New Orleans","organic",1.40918367346939,302204.07,23830.15,6072.01,0,272301.91,243784.58,28517.33,0
"327",380,381,2018,"New York","conventional",1.31265306122449,92296200.89,3132240.13,57476835.99,169686.69,31517438.08,29471014.64,1943997.39,102426.05
"328",381,382,2018,"New York","organic",1.82122448979592,5312553.11,867729.68,1487770.9,33017.38,2924035.15,2902738.71,21296.44,0
"329",384,385,2018,"Northern New England","conventional",1.25734693877551,26774281.67,1369800.39,21789755.48,58034.53,3556691.27,1577985.18,1950138.38,28567.71
"330",385,386,2018,"Northern New England","organic",1.53938775510204,1246685.98,144.03,75532.57,0,1171009.38,1080822.52,90186.86,0
"331",386,387,2018,"Orlando","conventional",1.16510204081633,24193312.49,15060188.38,1543822.18,95947.49,7493354.44,3907744.78,3468052.98,117556.68
"332",387,388,2018,"Orlando","organic",1.45714285714286,521406.36,11527.06,47103.71,0,462775.59,417865.64,44909.95,0
"333",388,389,2018,"Philadelphia","conventional",1.2369387755102,26649787.08,2042605.77,14521661.45,67348.48,10018171.38,8793946.65,1147771.84,76452.89
"334",389,390,2018,"Philadelphia","organic",1.58224489795918,1428119.41,187194.56,273518.48,261.68,967144.69,960383.26,6761.43,0
"335",390,391,2018,"Phoenix","conventional",0.770612244897959,63986580.76,28922265.05,13078095.98,734085.92,21252133.81,10877547.77,10116466.6,258119.44
"336",391,392,2018,"Phoenix","organic",1.47857142857143,1092061.18,166180.95,172459.05,0,753421.18,751221.47,2199.71,0
"337",392,393,2018,"Pittsburgh","conventional",1.15714285714286,7365895.83,2283507.65,1023706.47,88376.34,3970305.37,2029800.59,1939751.45,753.33
"338",393,394,2018,"Pittsburgh","organic",1.39204081632653,708412.16,57887.39,814.4,0,649710.37,649215.94,494.43,0
"339",396,397,2018,"Portland","conventional",1.16,32417247.65,3544045.72,13033449.2,879627.65,14960125.08,6314765.49,8599622.14,45737.45
"340",397,398,2018,"Portland","organic",1.78510204081633,1539022.3,84007.42,440019.78,74.74,1014920.36,156354.66,857655.65,910.05
"341",398,399,2018,"Raleigh","conventional",1.18734693877551,18176975.04,5247561.98,5391992.39,295094.16,7242326.51,6545119.01,693640.87,3566.63
"342",399,400,2018,"Raleigh","organic",2.05897959183673,789815.3,3671.7,287082.87,5867.09,493193.64,469589.4,23604.24,0
"343",400,401,2018,"Richmond","conventional",1.07714285714286,15050737.1,3726760.52,4345455.42,100338.82,6878182.34,5753881.2,1069996.7,54304.44
"344",401,402,2018,"Richmond","organic",1.37387755102041,940185.32,8037.51,172047.32,2798.99,757301.5,668678.23,88623.27,0
"345",402,403,2018,"Roanoke","conventional",1.01632653061224,9512976.74,2395245.48,1998705.27,12017.14,5107008.85,3973759.87,1102927.38,30321.6
"346",403,404,2018,"Roanoke","organic",1.55244897959184,457355.81,10471.28,87851.78,0,359032.75,264867.84,94164.91,0
"347",404,405,2018,"Sacramento","conventional",1.25081632653061,26077620.25,7572885.67,14615266.61,77447.84,3812020.13,3503171.22,93505.32,215343.59
"348",405,406,2018,"Sacramento","organic",1.74673469387755,542988.19,113483.45,207976.22,19.4,221509.12,220385.71,1123.41,0
"349",406,407,2018,"San Diego","conventional",1.1569387755102,25426910.02,7139610.17,8251821.94,962307.06,9073170.85,8234730.28,735442.45,102998.12
"350",407,408,2018,"San Diego","organic",1.86183673469388,957887.66,164633.71,536017.51,0,257236.44,256758.52,477.92,0
"351",408,409,2018,"San Francisco","conventional",1.31551020408163,47619685.91,12365561.92,28059565.39,173410.07,7021148.53,6846095.67,33251.53,141801.33
"352",409,410,2018,"San Francisco","organic",1.97489795918367,1557758.15,467406.23,533999.54,10.54,556341.84,555969.67,372.17,0
"353",410,411,2018,"Seattle","conventional",1.3965306122449,27714605.82,5172526.02,8162566.52,80106,14299407.28,6348371.5,7914441.5,36594.28
"354",411,412,2018,"Seattle","organic",1.77448979591837,3577543.11,72770.74,1209681.42,1635.04,2293455.91,188933.67,2101198.82,3323.42
"355",412,413,2018,"South Carolina","conventional",1.11081632653061,22751573.29,10924173.97,3185294.43,156902.31,8485202.58,5954693.03,2388397.89,142111.66
"356",413,414,2018,"South Carolina","organic",1.44081632653061,902801.87,5229.42,224047.27,3559.02,669966.16,595872.86,74093.3,0
"357",418,419,2018,"Spokane","conventional",1.25408163265306,4654719.86,1112453.72,1394124.43,24721.84,2123419.87,1057644.9,1060089.97,5685
"358",419,420,2018,"Spokane","organic",1.82040816326531,262163.33,12973.54,97949.11,72.59,151168.09,40305.87,110738.03,124.19
"359",420,421,2018,"St. Louis","conventional",1.23040816326531,9784593.82,4383149.21,592330.24,24457.26,4784657.11,3837719.06,730681.37,216256.68
"360",421,422,2018,"St. Louis","organic",1.66714285714286,509366.98,97436.61,113433.07,318.75,298178.55,244706.19,53472.36,0
"361",422,423,2018,"Syracuse","conventional",1.2230612244898,4190297.29,317753.47,2211195.2,4971.12,1656377.5,982134.33,672544.28,1698.89
"362",423,424,2018,"Syracuse","organic",1.2130612244898,315604.27,5744,6709.01,0,303151.26,189379.69,113771.57,0
"363",424,425,2018,"Tampa","conventional",1.20102040816327,26323137.43,16411715.65,2004611.4,69657.84,7837152.54,3788355.11,3945520.75,103276.68
"364",425,426,2018,"Tampa","organic",1.40959183673469,465445.75,7834.66,35102.89,0,422508.2,383062.09,39446.11,0
"365",426,427,2018,"Total U.S.","conventional",1.08367346938776,2007578276.8,656826180.9,580248319.79,36678347.75,733825428.36,524778186.23,197201797.06,11845445.07
"366",427,428,2018,"Total U.S.","organic",1.56163265306122,76231835.14,7104916.83,15590364.54,71548.47,52526382.82,42420165.73,10100817.6,5399.49
"367",430,431,2018,"West Tex","conventional",0.881428571428571,44027711.13,20681183.23,8182318.48,945450.71,14218758.71,7243334.62,6874118.22,101305.87
"368",431,432,2018,"West Tex","organic",1.57367346938776,1152844.61,150935.1,172371.71,2276.5,827261.3,803136.95,24124.35,0
"369",432,433,2019,"Albany","conventional",1.26038461538462,6369120.18,234043.06,5346925.22,14057.35,774093.55,446243.27,297001.65,30849.63
"370",433,434,2019,"Albany","organic",1.59384615384615,172164.11,4587.34,22285.89,0,145288.88,131991.36,13298.52,0
"371",434,435,2019,"Atlanta","conventional",1.06884615384615,37519360.86,15602278.5,1748158.67,134007.29,20034914.4,15600564.09,4115691.57,318658.74
"372",435,436,2019,"Atlanta","organic",1.52115384615385,1256601.24,8939.99,173483.33,0,1074176.92,821727.37,252450.55,0
"373",436,437,2019,"Baltimore","conventional",1.355,47800043.2,5575008.34,24287456.33,425005.62,17512572.91,11740729.86,5645951.89,125891.16
"374",437,438,2019,"Baltimore","organic",1.49596153846154,2291179.2,28621.85,243711.32,992.28,2017854.75,1913786.51,104068.24,0
"375",438,439,2019,"Boise City","conventional",1.33538461538462,5321888.2,1970350.71,350925.48,369736.49,2630875.52,1266816.3,1275468.67,88591.55
"376",439,440,2019,"Boise City","organic",1.99038461538462,209354.75,207.97,46687.94,0,162457.84,83341.08,79066.58,50.18
"377",440,441,2019,"Boston","conventional",1.39673076923077,35771760.73,547629.07,26726088.5,108124.31,8389918.85,6276888.12,2068620.62,44410.11
"378",441,442,2019,"Boston","organic",1.68038461538462,1569263.43,3059.75,108854.97,1.81,1457347.9,868100.68,589246.22,0
"379",442,443,2019,"Buffalo","conventional",1.25134615384615,9100952.06,403666.4,4060719.02,12537.64,4624029,2552629.8,2014406.79,56994.41
"380",443,444,2019,"Buffalo","organic",1.37961538461538,593723.69,22255.99,9988.52,0,561479.18,241087.37,320392.81,0
"381",446,447,2019,"Charlotte","conventional",1.23903846153846,15303613.64,5855827.73,2747513.67,290052.16,6410221.08,5218013.35,1140791.62,51417.11
"382",447,448,2019,"Charlotte","organic",1.86884615384615,710867.05,2528.15,214238.94,2503.19,491596.77,477383.58,14214.19,0
"383",448,449,2019,"Chicago","conventional",1.34615384615385,38335731.83,6492098.49,16651364.78,1938566.43,13253702.13,7346963.45,5630103.04,276633.64
"384",449,450,2019,"Chicago","organic",1.68634615384615,2808170.88,34851.73,409751.56,0,2363568.59,2196405.44,167162.15,0
"385",450,451,2019,"Cincinnati","conventional",1.06711538461538,16303856.09,3247470.88,1478427.09,599491.49,10978468.63,9310049.57,1338786.43,329632.63
"386",451,452,2019,"Cincinnati","organic",1.52519230769231,968204.59,5466.77,134739.18,0,827999.64,605769.51,222230.13,0
"387",452,453,2019,"Columbus","conventional",1.04788461538462,11826403.47,3013649.15,1427191.63,144272,7241291.69,5597707.76,1523695.58,119889.35
"388",453,454,2019,"Columbus","organic",1.43153846153846,648909.12,26483.83,55798.96,1.12,566607.47,459513.15,107094.32,0
"389",454,455,2019,"Dallas","conventional",0.855384615384615,80752236.95,32776980.07,12000658.3,1170535.87,34804063.71,24215540.91,10336609.19,251910.61
"390",455,456,2019,"Dallas","organic",1.34730769230769,1590988.23,269994.4,20433.38,26832.77,1273727.68,983582.07,290145.61,0
"391",456,457,2019,"Denver","conventional",1.16865384615385,47660576.24,8971550.25,8239999.35,635503.5,29813524.14,10168826.38,19390017.73,254678.03
"392",457,458,2019,"Denver","organic",1.72980769230769,1510158.63,288300.47,72011.36,328.52,1149519.28,1055975.14,93543.14,0
"393",458,459,2019,"Detroit","conventional",1.14538461538462,25780896.15,5530303.02,2788837.84,3506386.46,13955369.83,11889346.56,1446419.9,619602.37
"394",459,460,2019,"Detroit","organic",1.42365384615385,1122036.03,23500.44,120940.39,5.54,977086.27,807346.55,169738.72,0
"395",460,461,2019,"Grand Rapids","conventional",1.4375,9772209.5,269532.04,3581381.42,3306114.33,2615182.71,1674658.7,192162.46,748361.55
"396",461,462,2019,"Grand Rapids","organic",1.42653846153846,465877.82,2785.56,88498.59,0,374594.67,372099.12,2495.55,0
"397",464,465,2019,"Harrisburg","conventional",1.12596153846154,17616039.57,3004645.59,9046631.27,33319.82,5531442.89,4525139,893974.25,112330.64
"398",465,466,2019,"Harrisburg","organic",1.34403846153846,834553.58,22155.26,20006.01,0,792391.31,746269.26,46124.05,0
"399",466,467,2019,"Hartford","conventional",1.42038461538462,18103085.18,375378.44,14170991.88,106034.62,3450680.24,2801960.88,607164.75,41554.61
"400",467,468,2019,"Hartford","organic",1.97576923076923,756814.7,30755.56,346344.12,85.33,379629.69,377806.37,1825.32,0
"401",468,469,2019,"Houston","conventional",0.839230769230769,74853682.14,29561144.23,10022236.33,1208484.96,34061816.62,11722098.08,22026710.99,313008.55
"402",469,470,2019,"Houston","organic",1.62076923076923,1309968.24,376396.22,3093.49,0,930479.53,924306.4,6172.13,0
"403",470,471,2019,"Indianapolis","conventional",1.06096153846154,12310842.47,2440857.12,2803036.91,266476.81,6800471.63,5595581.17,1045596.84,159294.62
"404",471,472,2019,"Indianapolis","organic",1.40596153846154,543881.64,14397.54,46677.67,21.79,482784.64,372110.93,110674.71,0
"405",472,473,2019,"Jacksonville","conventional",1.13730769230769,12212127.04,4857999.43,440977.63,43098.99,6870049.99,2214552.58,4597045.89,58448.52
"406",473,474,2019,"Jacksonville","organic",1.36442307692308,162009.88,4344.28,8243.99,41.24,149380.37,148971.71,408.66,0
