order_id,restaurant_id,customer_id,carrier_id,customer_lat,customer_lon,date,time,is_peak_time,is_weekend,carrier_vehicle,shopping_cart,coupon_discount,order_price,shortest_distance_to_customer,travel_time_minutes,restaurant_rating,delivery_charges
ORD046549,REST0538,CUST09947,COUR3487,-37.8188059,144.9524243,2020-12-07,10:05:16,0,0,Bike,"[('chicken curry', 3), ('paratha', 2)]",0,97.52,,37,,
ORD114514,REST1563,CUST12022,COUR1906,-37.8226509,144.9984341,2020-02-04,10:21:05,0,0,Bike,"[('murgh ghee roast', 3), ('bamboo biryani', 3), ('chicken biryani', 3)]",20,91.584,2773.0,14,,4.1738
ORD252687,REST1149,CUST08787,COUR0876,-37.8031422,144.9423665,2020-04-22,12:15:49,1,0,Motorbike,"[('masala tea', 2), ('poha', 3)]",10,85.968,5055.0,10,,5.2158
ORD221119,REST0070,CUST03626,COUR2646,-37.820379200000005,144.97069530000002,2020-02-28,22:01:19,0,0,Motorbike,"[('noodles', 3), ('vegetarian', 2)]",0,83.35,1271.0,3,,3.2664
ORD167009,REST1149,CUST10253,COUR0933,-37.8117797,144.96347609999998,2020-11-28,23:12:31,0,1,Motorbike,"[('masala tea', 2), ('sandwiches', 2), ('chicken sandwich', 2)]",20,73.76,2682.0,5,,4.7
ORD137800,REST1563,CUST13821,COUR1542,-37.8206706,144.95592019999998,2020-08-06,03:29:40,0,0,Motorbike,"[('bamboo biryani', 2), ('murgh ghee roast', 1), ('garlic naan', 2)]",0,46.82,2145.0,4,,3.2863
ORD158103,REST0070,CUST07133,COUR2398,-37.8022013,144.94160290000002,2020-03-13,06:51:25,0,0,Motorbike,"[('veg fritters', 1), ('babycorn manchurian', 3), ('noodles', 1), ('coffee', 3)]",0,134.72,3111.0,6,,3.1621
ORD036048,REST0070,CUST13794,COUR4055,-37.80928970000001,144.972042,2020-09-23,14:18:27,0,0,Bike,"[('veg fritters', 1), ('coffee', 1)]",0,28.2,570.0,3,,2.9731
ORD033682,REST0172,CUST12338,COUR2299,-37.8111493,144.9659374,2020-09-27,03:45:29,0,1,Motorbike,"[('sev puri', 2), ('panipuri', 1), ('vada pav', 3)]",0,113.71,,10,,
ORD109781,REST0538,CUST05815,COUR0572,-37.8141514,144.9775317,2020-02-18,05:12:31,0,0,Car,"[('roti', 3), ('paratha', 1)]",40,49.686,4854.0,12,,3.7243
ORD281891,REST1149,CUST03567,COUR4518,-37.8149764,145.008444,2020-07-02,00:00:00,0,0,Bike,"[('omelette', 3), ('french fries', 2), ('chicken sandwich', 3)]",10,109.26,3395.0,17,,4.8853
ORD000777,REST0172,CUST12874,COUR1143,-37.8104326,144.9242474,2020-05-26,12:39:33,1,0,Bike,"[('chaat', 3), ('vada pav', 2), ('bhel puri', 2), ('masala poori', 2)]",0,176.76,,18,,
ORD109969,REST0070,CUST01723,COUR1949,-37.8177843,144.9746616,2020-03-29,13:07:15,1,1,Motorbike,"[('veg fritters', 1), ('babycorn manchurian', 1), ('mango salad', 2)]",20,47.464,882.0,2,,5.4107
ORD231197,REST1563,CUST10675,COUR0847,-37.818104999999996,144.9802333,2020-12-29,03:21:45,0,0,Bike,"[('murgh ghee roast', 1), ('chicken biryani', 1), ('garlic naan', 3)]",45,27.187,1126.0,6,,3.3414
ORD293430,REST1149,CUST04498,COUR2503,-37.822381400000005,144.9681832,2020-07-23,16:25:03,0,0,Bike,"[('pav bhaji', 3), ('omelette', 2)]",0,84.62,1692.0,8,,4.0573
ORD160296,REST0538,CUST02823,COUR2800,-37.8161301,145.001307,2020-02-11,22:44:50,0,0,Car,"[('biryani', 3), ('chicken curry', 1), ('paratha', 3)]",0,120.2,2933.0,7,,3.3788
ORD099736,REST0070,CUST09571,COUR1469,-37.8119404,144.956533,2020-12-04,00:35:36,0,0,Motorbike,"[('coffee', 1), ('vegetarian', 2), ('babycorn manchurian', 2), ('mango salad', 1)]",0,99.14,1437.0,3,,2.9882
ORD238767,REST1563,CUST08767,COUR2394,-37.8157329,144.9822677,2020-03-08,22:52:44,0,1,Motorbike,"[('garlic naan', 1), ('bamboo biryani', 1)]",0,18.57,966.0,2,,4.0533
ORD106046,REST0172,CUST08887,COUR3316,-37.8160769,145.0058307,2020-08-09,11:48:07,0,1,Bike,"[('dahipuri', 1), ('bhel puri', 1), ('vada pav', 1), ('dahi aloo puri', 2)]",45,53.625,,44,,
ORD015183,REST1149,CUST02072,COUR2298,-37.800537299999995,145.0089533,2020-08-03,19:07:15,1,0,Bike,"[('french fries', 1), ('chicken sandwich', 1), ('egg roll', 2), ('omelette', 2)]",40,56.43,4870.0,24,,6.6812
ORD142422,REST1149,CUST09875,COUR3557,-37.8099693,144.9785167,2020-09-29,13:15:09,1,0,Bike,"[('sandwiches', 1), ('french omelette', 2)]",40,25.116,2089.0,10,,5.5647
ORD154042,REST0070,CUST05996,COUR2119,-37.8132802,144.97254080000002,2020-07-31,17:28:21,0,0,Motorbike,"[('babycorn manchurian', 1), ('laksa soup', 1), ('coffee', 3), ('mango salad', 1)]",0,61.62,440.0,1,,3.0819
ORD005851,REST1149,CUST05242,COUR3515,-37.819773600000005,144.9613752,2020-04-21,07:19:07,0,0,Bike,"[('chicken sandwich', 1), ('sandwiches', 2)]",0,51.12,2347.0,12,,4.0258
ORD148189,REST0538,CUST02554,COUR3588,-37.8039021,145.00396819999997,2020-03-03,05:44:10,0,0,Car,"[('roti', 1), ('chicken grill', 1), ('dragon chicken', 3), ('masala papad', 3)]",0,126.01,3139.0,8,,3.4798
ORD031174,REST0172,CUST13071,COUR2314,-37.8233026,144.96800380000002,2020-05-08,10:09:13,0,0,Car,"[('dahi aloo puri', 2), ('bhel puri', 2)]",0,85.38,5257.0,13,,3.9183
ORD015652,REST0172,CUST07524,COUR0542,-37.8173643,144.94601469999998,2020-04-06,09:05:56,0,0,Bike,"[('chaat', 1), ('sev puri', 3), ('panipuri', 3), ('dahi aloo puri', 1)]",20,140.64,3038.0,15,,4.1713
ORD049176,REST1149,CUST02303,COUR4466,-37.8169015,144.97060530000002,2020-07-27,04:48:47,0,0,Bike,"[('poha', 2), ('coffee', 3)]",0,104.2,2266.0,11,,4.136
ORD003617,REST1149,CUST02548,COUR0007,-37.8035448,145.003545,2020-07-04,06:51:25,0,1,Bike,"[('sandwiches', 3), ('egg roll', 3), ('chicken sandwich', 1)]",45,61.501,3922.0,20,,6.169
ORD002270,REST1149,CUST04069,COUR1011,-37.8205828,144.9848106,2020-07-12,08:30:19,0,1,Motorbike,"[('pav bhaji', 1), ('egg roll', 1), ('french omelette', 2), ('omelette', 3)]",20,88.864,795.0,2,,4.6112
ORD124305,REST1149,CUST12609,COUR4455,-37.804191499999995,144.9492157,2020-05-04,03:17:48,0,0,Car,"[('sandwiches', 3), ('egg roll', 3)]",0,105.9,,11,,
ORD267048,REST1563,CUST01803,COUR4122,-37.7991145,144.9632575,2020-03-31,21:57:21,0,0,Car,"[('garlic naan', 1), ('chicken biryani', 3), ('dal makhani', 1), ('murgh ghee roast', 2)]",0,101.5,,5,,
ORD270860,REST0070,CUST07382,COUR2349,-37.818595,144.969551,2020-05-31,08:10:32,0,1,Car,"[('vegetarian', 1), ('coffee', 2)]",45,18.1,,2,,
ORD337062,REST0070,CUST10675,COUR2431,-37.818104999999996,144.9802333,2020-02-06,02:06:35,0,0,Motorbike,"[('noodles', 2), ('laksa soup', 2)]",0,45.04,1466.0,3,,3.0781
ORD291799,REST1563,CUST06696,COUR2260,-37.808085299999995,144.973057,2020-02-16,19:58:40,1,1,Bike,"[('murgh ghee roast', 1), ('garlic naan', 3), ('dal makhani', 1), ('bamboo biryani', 3)]",45,48.378,579.0,3,,5.3663
ORD090990,REST1563,CUST00171,COUR3759,-37.7985046,145.0070939,2020-09-14,00:23:44,0,0,Car,"[('murgh ghee roast', 3), ('chicken biryani', 3)]",0,81.15,5699.0,14,,3.8246
ORD312223,REST1149,CUST02000,COUR2850,-37.8071876,144.9590913,2020-07-25,10:48:47,0,1,Car,"[('omelette', 3), ('egg roll', 3)]",45,56.958,,8,,
ORD238958,REST1149,CUST08477,COUR2811,-37.8232542,144.9780021,2020-10-09,22:36:55,0,0,Car,"[('poha', 3), ('egg roll', 3)]",0,98.46,645.0,2,,3.1617
ORD123535,REST1149,CUST06723,COUR4836,-37.8070706,144.97126619999997,2020-12-26,20:58:01,0,1,Motorbike,"[('egg roll', 3), ('sandwiches', 1), ('french fries', 3)]",40,70.782,2678.0,5,,4.4462
ORD164966,REST0070,CUST03651,COUR4935,-37.8015124,144.9661939,2020-10-11,14:30:19,0,1,Car,"[('mango salad', 2), ('babycorn manchurian', 1), ('laksa soup', 3)]",0,57.7,1450.0,3,,3.9887
ORD317465,REST1563,CUST09787,COUR2515,-37.802838200000004,144.9481035,2020-10-24,04:17:08,0,1,Car,"[('chicken biryani', 1), ('murgh ghee roast', 1), ('garlic naan', 1)]",0,34.51,2907.0,7,,4.3658
ORD027269,REST1149,CUST09396,COUR2754,-37.809728899999996,144.96116659999998,2020-02-02,02:22:25,0,1,Motorbike,"[('poha', 1), ('chicken sandwich', 1)]",10,23.436,3060.0,6,,4.6697
ORD199429,REST1563,CUST08805,COUR3557,-37.80773,144.97136,2020-11-23,02:10:32,0,0,Bike,"[('murgh ghee roast', 1), ('chicken biryani', 1)]",0,27.05,,4,,
ORD237466,REST1149,CUST13746,COUR0551,-37.8152059,144.95255,2020-08-07,17:36:15,0,0,Car,"[('french fries', 3), ('poha', 1), ('egg roll', 2), ('masala tea', 2)]",0,137.95,,9,,
ORD319867,REST0172,CUST08575,COUR2836,-37.807911,144.9418072,2020-02-02,01:30:59,0,1,Bike,"[('sev puri', 2), ('chaat', 3)]",0,102.8,,20,,
ORD166329,REST1563,CUST12212,COUR4166,-37.8259745,144.95259919999998,2020-12-14,16:48:47,0,0,Motorbike,"[('murgh ghee roast', 1), ('bamboo biryani', 2), ('chicken biryani', 1)]",20,39.416,3003.0,6,,3.5473
ORD345176,REST1563,CUST09439,COUR4133,-37.8037936,144.9641351,2020-10-01,15:33:37,0,0,Car,"[('chicken biryani', 1), ('dal makhani', 2), ('garlic naan', 3)]",0,84.89,1593.0,4,,3.2451
ORD252824,REST0070,CUST08737,COUR2310,-37.8034374,144.9526287,2020-01-12,01:46:48,0,1,Car,"[('coffee', 2), ('babycorn manchurian', 2), ('noodles', 2), ('laksa soup', 1)]",40,62.502,,5,,
ORD336005,REST1149,CUST13678,COUR3967,-37.819441499999996,144.9541739,2020-11-30,21:13:50,0,0,Bike,"[('pav bhaji', 1), ('poha', 2)]",0,53.9,3161.0,16,,4.3656
ORD243670,REST0070,CUST06615,COUR2555,-37.8246994,144.9848133,2020-06-08,21:37:34,0,0,Bike,"[('noodles', 1), ('vegetarian', 1)]",10,30.186,2196.0,11,,3.7704
ORD293570,REST1149,CUST03733,COUR1419,-37.803790899999996,144.9733079,2020-08-22,21:09:53,0,1,Motorbike,"[('egg roll', 2), ('chicken sandwich', 1), ('french fries', 1), ('omelette', 3)]",0,115.87,3173.0,6,,4.3376
ORD026983,REST0070,CUST03482,COUR1745,-37.8113965,144.9379083,2020-06-17,09:29:40,0,0,Motorbike,"[('babycorn manchurian', 3), ('mango salad', 3), ('vegetarian', 3), ('coffee', 2)]",0,163.18,3393.0,7,,3.5091
ORD173605,REST0538,CUST00243,COUR4453,-37.8252827,144.9480362,2020-02-22,16:40:52,0,1,Motorbike,"[('chicken grill', 3), ('dragon chicken', 2)]",0,116.07,7762.0,16,,5.5037
ORD103266,REST0538,CUST13017,COUR2789,-37.8116493,144.9528672,2020-07-28,23:44:10,0,0,Bike,"[('chicken curry', 3), ('biryani', 2), ('dragon chicken', 2)]",0,146.3,6904.0,35,,6.2949
ORD179008,REST0538,CUST05008,COUR4219,-37.809476399999994,144.9727494,2020-04-16,12:39:33,1,0,Bike,"[('dragon chicken', 2), ('chicken grill', 3), ('chicken curry', 3)]",20,147.48,5104.0,26,,6.7713
ORD143448,REST0070,CUST00134,COUR2819,-37.804264399999994,144.97139380000002,2020-11-29,05:24:23,0,1,Bike,"[('coffee', 3), ('laksa soup', 3), ('vegetarian', 3), ('mango salad', 1)]",0,101.06,,7,,
ORD215147,REST1563,CUST01766,COUR2709,-37.808657200000006,144.97086069999997,2020-02-10,12:35:36,1,0,Motorbike,"[('murgh ghee roast', 1), ('dal makhani', 2)]",10,49.338,637.0,1,,4.2874
ORD327454,REST0070,CUST03997,COUR3779,-37.8243601,144.9440946,2020-07-13,09:09:53,0,0,Bike,"[('babycorn manchurian', 1), ('laksa soup', 2), ('noodles', 1), ('coffee', 3)]",45,42.405,3074.0,15,,4.0853
ORD144094,REST0070,CUST04525,COUR3214,-37.8165191,144.9503159,2020-05-04,09:13:50,0,0,Bike,"[('veg fritters', 1), ('mango salad', 2)]",10,31.014,2595.0,13,,4.2146
ORD201048,REST0070,CUST10756,COUR2518,-37.80956629999999,144.9836123,2020-01-19,09:53:24,0,1,Bike,"[('vegetarian', 1), ('laksa soup', 1), ('noodles', 1)]",0,39.79,1537.0,8,,4.1238
ORD158374,REST0538,CUST09396,COUR1031,-37.809728899999996,144.96116659999998,2020-10-20,16:09:13,0,0,Car,"[('biryani', 1), ('chicken curry', 2), ('paratha', 1), ('roti', 1)]",40,60.438,6086.0,15,,4.1902
ORD170601,REST1563,CUST12550,COUR0895,-37.8188143,144.9530958,2020-06-27,05:36:15,0,1,Bike,"[('murgh ghee roast', 1), ('garlic naan', 2), ('chicken biryani', 2), ('dal makhani', 2)]",0,104.48,2163.0,11,,4.8252
ORD159887,REST1563,CUST12128,COUR4230,-37.8235176,144.98966059999998,2020-07-11,21:13:50,0,1,Bike,"[('dal makhani', 2), ('bamboo biryani', 3), ('chicken biryani', 3), ('murgh ghee roast', 3)]",45,87.791,2177.0,11,,4.8542
ORD172613,REST1149,CUST01919,COUR3246,-37.8209749,144.957758,2020-11-15,18:59:20,1,1,Car,"[('french omelette', 3), ('omelette', 3), ('coffee', 2)]",0,136.99,2723.0,7,,6.1548
ORD106272,REST0538,CUST13380,COUR3633,-37.8167945,145.00737969999997,2020-05-18,20:50:06,0,0,Motorbike,"[('dragon chicken', 1), ('paratha', 2), ('chicken curry', 2), ('biryani', 2)]",45,72.396,2419.0,5,,3.0187
ORD198334,REST0172,CUST05491,COUR3604,-37.802431,144.9544456,2020-05-23,10:44:50,0,1,Bike,"[('dahi aloo puri', 3), ('sev puri', 3), ('panipuri', 2), ('vada pav', 1)]",45,108.872,,22,,
ORD275570,REST1149,CUST06588,COUR0373,-37.8247407,144.98491409999997,2020-04-19,06:27:41,0,1,Bike,"[('sandwiches', 2), ('chicken sandwich', 2)]",0,57.04,262.0,1,,4.0556
ORD084686,REST1149,CUST13358,COUR1455,-37.816983,145.0108768,2020-02-29,04:13:11,0,1,Car,"[('coffee', 1), ('french fries', 2)]",0,59.5,3467.0,8,,4.774
ORD076857,REST0070,CUST03873,COUR0338,-37.7991834,144.97632819999998,2020-11-05,09:45:29,0,0,Car,"[('mango salad', 1), ('babycorn manchurian', 3), ('laksa soup', 3)]",0,100.4,1867.0,4,,2.883
ORD232281,REST0538,CUST09097,COUR4226,-37.816547,144.9703239,2020-01-16,13:34:56,1,0,Motorbike,"[('masala papad', 2), ('chicken grill', 2), ('chicken curry', 1), ('paratha', 3)]",45,69.278,5554.0,11,,5.2701
ORD205258,REST0172,CUST07573,COUR2224,-37.817915299999996,144.9484878,2020-07-10,23:56:02,0,0,Motorbike,"[('masala poori', 2), ('dahipuri', 1), ('sev puri', 3)]",40,70.14,,7,,
ORD019032,REST0172,CUST04993,COUR3840,-37.812652899999996,144.9740747,2020-09-22,16:05:16,0,0,Motorbike,"[('chaat', 3), ('masala poori', 3), ('panipuri', 2)]",0,176.5,,12,,
ORD200360,REST1563,CUST02527,COUR2319,-37.8142292,144.9389634,2020-12-31,10:48:47,0,0,Car,"[('dal makhani', 3), ('bamboo biryani', 1)]",45,43.351,,9,,
ORD045978,REST1563,CUST03262,COUR1233,-37.7983525,144.944278,2020-09-13,18:19:46,1,1,Car,"[('bamboo biryani', 3), ('murgh ghee roast', 1), ('chicken biryani', 1)]",0,60.38,3603.0,9,,6.1271
ORD255424,REST0538,CUST12259,COUR4252,-37.825724900000004,144.9602395,2020-09-22,02:54:03,0,0,Car,"[('dragon chicken', 1), ('roti', 3)]",0,89.34,6620.0,16,,4.1459
ORD244663,REST0538,CUST00089,COUR4835,-37.8168076,144.9994885,2020-09-09,05:24:23,0,0,Car,"[('masala papad', 1), ('paratha', 3), ('chicken curry', 2)]",20,75.568,,8,,
ORD343621,REST1149,CUST01695,COUR0557,-37.825964,145.00476,2020-09-02,01:46:48,0,0,Car,"[('omelette', 1), ('poha', 3), ('masala tea', 1), ('coffee', 2)]",40,85.44,2507.0,6,,3.4613
ORD048261,REST1563,CUST06286,COUR1630,-37.8072938,144.9564787,2020-01-03,19:07:15,1,0,Motorbike,"[('murgh ghee roast', 3), ('bamboo biryani', 2)]",0,51.26,2105.0,4,,4.6016
ORD148519,REST0538,CUST08457,COUR2211,-37.8263746,144.9811628,2020-06-01,03:13:50,0,0,Car,"[('dragon chicken', 3), ('roti', 3), ('paratha', 1), ('masala papad', 3)]",0,161.5,,16,,
ORD272165,REST0172,CUST12009,COUR0435,-37.8118495,145.0003956,2020-05-10,14:14:30,0,1,Car,"[('panipuri', 1), ('masala poori', 2), ('vada pav', 1)]",20,67.704,7948.0,19,,5.3746
ORD152979,REST1149,CUST04036,COUR0831,-37.82028270000001,144.9825612,2020-07-11,17:00:39,0,1,Bike,"[('chicken sandwich', 3), ('french omelette', 1), ('sandwiches', 1), ('poha', 1)]",0,70.11,,5,,
ORD090371,REST1149,CUST02804,COUR1514,-37.8086595,144.9954898,2020-04-09,21:01:58,0,0,Car,"[('egg roll', 2), ('french omelette', 1)]",10,31.527,,7,,
ORD294621,REST1149,CUST09157,COUR2275,-37.81519229999999,144.95960780000001,2020-10-28,11:08:34,0,0,Motorbike,"[('french fries', 3), ('egg roll', 2), ('french omelette', 2), ('masala tea', 2)]",0,137.09,,6,,
ORD216691,REST0538,CUST03054,COUR0822,-37.8013061,144.972184,2020-07-01,22:21:05,0,0,Car,"[('biryani', 1), ('masala papad', 2), ('dragon chicken', 1)]",10,44.253,5312.0,13,,3.8543
ORD340881,REST0172,CUST06435,COUR3096,-37.8124211,145.0098233,2020-10-24,09:49:27,0,1,Bike,"[('bhel puri', 2), ('dahi aloo puri', 2), ('sev puri', 2)]",20,100.048,,44,,
ORD044777,REST1149,CUST06775,COUR0774,-37.810212799999995,144.9472956,2020-02-25,22:01:19,0,0,Bike,"[('chicken sandwich', 1), ('french omelette', 3), ('masala tea', 2)]",45,38.484,4368.0,22,,4.9339
ORD003627,REST0172,CUST12009,COUR1770,-37.8118495,145.0003956,2020-09-04,04:13:11,0,0,Bike,"[('sev puri', 1), ('masala poori', 2), ('chaat', 2)]",45,58.432,7948.0,40,,6.6929
ORD135434,REST0538,CUST03919,COUR4621,-37.819207,144.94637980000002,2020-12-02,03:25:42,0,0,Motorbike,"[('masala papad', 2), ('roti', 1)]",20,26.312,7845.0,16,,4.4185
ORD013101,REST1563,CUST10145,COUR0849,-37.8081941,144.9998632,2020-09-20,04:17:08,0,1,Car,"[('murgh ghee roast', 2), ('garlic naan', 2)]",40,20.568,2891.0,7,,4.2182
ORD252409,REST1149,CUST07879,COUR2677,-37.8157609,144.9789945,2020-04-24,12:55:23,1,0,Bike,"[('poha', 1), ('french omelette', 3), ('masala tea', 1)]",0,66.59,1328.0,7,,5.2381
ORD198543,REST1149,CUST05524,COUR2975,-37.8189555,144.9618262,2020-12-02,18:35:36,1,0,Bike,"[('chicken sandwich', 3), ('french fries', 2), ('masala tea', 2)]",0,91.1,2543.0,13,,5.4784
ORD205498,REST0538,CUST10373,COUR2013,-37.8249261,144.992099,2020-12-11,06:59:20,0,0,Motorbike,"[('biryani', 1), ('masala papad', 2), ('chicken curry', 1)]",45,27.929,5196.0,10,,3.8698
ORD300866,REST0070,CUST02090,COUR0730,-37.8028779,145.0209199,2020-05-25,22:36:55,0,0,Car,"[('vegetarian', 2), ('veg fritters', 3), ('noodles', 2), ('babycorn manchurian', 1)]",20,122.472,,14,,
ORD148460,REST1149,CUST12309,COUR3287,-37.811840999999994,144.9564872,2020-08-03,07:42:51,0,0,Car,"[('masala tea', 2), ('sandwiches', 2)]",45,44.198,3412.0,8,,3.9421
ORD177349,REST1149,CUST00643,COUR3346,-37.79962379999999,144.9450559,2020-06-06,20:34:17,0,1,Car,"[('poha', 3), ('french fries', 1)]",0,79.45,,12,,
ORD058380,REST0172,CUST00787,COUR1712,-37.8020454,144.9667811,2020-03-25,22:13:11,0,0,Bike,"[('chaat', 2), ('panipuri', 1), ('masala poori', 3), ('vada pav', 2)]",0,165.73,5366.0,27,,4.8609
ORD113147,REST0172,CUST03422,COUR2967,-37.815909399999995,144.98727639999998,2020-01-10,01:15:09,0,0,Bike,"[('chaat', 1), ('panipuri', 3), ('dahi aloo puri', 1), ('sev puri', 2)]",0,155.96,7091.0,35,,6.0871
ORD024910,REST0070,CUST09898,COUR4065,-37.806050899999995,144.9838667,2020-02-13,11:44:10,0,0,Bike,"[('babycorn manchurian', 2), ('mango salad', 3)]",0,70.86,,9,,
ORD310799,REST0538,CUST02753,COUR3137,-37.8095744,145.00032040000002,2020-03-19,22:40:52,0,0,Motorbike,"[('paratha', 1), ('roti', 2), ('dragon chicken', 1)]",0,81.23,2638.0,5,,2.9097
ORD030087,REST0172,CUST06005,COUR0245,-37.813187899999996,144.9903765,2020-10-31,23:40:13,0,1,Motorbike,"[('dahipuri', 2), ('bhel puri', 3), ('vada pav', 3)]",0,130.1,7299.0,15,,5.1211
ORD330994,REST0538,CUST02441,COUR2374,-37.808200299999996,144.9433189,2020-11-27,09:05:56,0,0,Bike,"[('dragon chicken', 3), ('biryani', 1), ('roti', 1), ('chicken grill', 1)]",0,128.63,,39,,
ORD182548,REST1149,CUST13779,COUR3584,-37.8129068,144.9596814,2020-04-17,22:21:05,0,0,Motorbike,"[('omelette', 3), ('chicken sandwich', 1), ('sandwiches', 1)]",40,56.388,3006.0,6,,3.487
ORD334784,REST1563,CUST07277,COUR0753,-37.8211244,144.94751019999998,2020-08-07,07:34:56,0,0,Car,"[('murgh ghee roast', 3), ('chicken biryani', 2), ('garlic naan', 1), ('bamboo biryani', 1)]",10,74.115,2675.0,6,,3.2514
ORD309077,REST1563,CUST03133,COUR0015,-37.811975399999994,144.98588700000002,2020-09-27,12:15:49,1,1,Bike,"[('garlic naan', 1), ('chicken biryani', 3), ('murgh ghee roast', 1)]",10,62.325,,6,,
ORD341657,REST0172,CUST01763,COUR4586,-37.8089652,144.9708184,2020-11-30,15:41:32,0,0,Bike,"[('vada pav', 3), ('sev puri', 1), ('masala poori', 3), ('panipuri', 3)]",20,165.8,5250.0,26,,5.369
ORD146084,REST0538,CUST09845,COUR0340,-37.807834299999996,144.9730469,2020-06-06,12:23:44,1,1,Car,"[('chicken curry', 1), ('roti', 1), ('dragon chicken', 2), ('chicken grill', 1)]",0,112.38,4950.0,12,,6.222
ORD160482,REST0172,CUST03581,COUR2391,-37.79924929999999,144.97341569999998,2020-05-16,13:19:07,1,1,Car,"[('masala poori', 2), ('chaat', 3), ('dahi aloo puri', 2), ('vada pav', 1)]",0,174.08,6172.0,15,,6.8103
ORD041499,REST0070,CUST01170,COUR0100,-37.8070069,144.9851467,2020-04-13,00:27:41,0,0,Bike,"[('vegetarian', 1), ('mango salad', 2), ('coffee', 3)]",20,43.848,,9,,
ORD072790,REST0172,CUST03009,COUR2505,-37.8017911,144.9800967,2020-10-27,03:05:56,0,0,Car,"[('chaat', 1), ('panipuri', 2)]",45,37.367,,16,,
ORD237526,REST0070,CUST10573,COUR4374,-37.806219299999995,144.93257519999997,2020-01-18,10:09:13,0,1,Bike,"[('vegetarian', 1), ('veg fritters', 2)]",0,58.03,3887.0,19,,5.3954
ORD296623,REST0538,CUST07017,COUR0524,-37.8055395,144.955269,2020-07-12,02:22:25,0,1,Car,"[('biryani', 1), ('dragon chicken', 1), ('paratha', 3), ('masala papad', 2)]",10,83.727,6574.0,16,,4.8805
ORD275040,REST0172,CUST12911,COUR4748,-37.824591600000005,144.92900569999998,2020-12-29,19:46:48,1,0,Motorbike,"[('chaat', 1), ('masala poori', 2)]",10,58.824,7256.0,15,,5.4248
ORD329245,REST1563,CUST08080,COUR4397,-37.8187231,145.0037836,2020-10-13,20:30:19,0,0,Car,"[('chicken biryani', 2), ('bamboo biryani', 2)]",40,34.176,2961.0,7,,3.6273
ORD021485,REST1563,CUST06845,COUR0745,-37.8064576,144.9597134,2020-05-05,08:38:14,0,0,Car,"[('dal makhani', 2), ('garlic naan', 1), ('chicken biryani', 2), ('murgh ghee roast', 1)]",0,97.02,1691.0,4,,3.0322
ORD037689,REST1149,CUST12409,COUR0632,-37.8107373,144.9462583,2020-04-07,15:25:42,0,0,Car,"[('sandwiches', 1), ('omelette', 1)]",0,44.42,4477.0,11,,4.1127
ORD249853,REST1563,CUST00639,COUR4369,-37.8039424,145.0015395,2020-01-06,22:17:08,0,0,Car,"[('dal makhani', 1), ('bamboo biryani', 3), ('garlic naan', 2)]",45,38.951,,8,,
ORD216174,REST0070,CUST08823,COUR4897,-37.8011167,144.9609366,2020-03-19,23:00:39,0,0,Bike,"[('vegetarian', 2), ('veg fritters', 1), ('babycorn manchurian', 3)]",0,129.53,,9,,
ORD041791,REST0172,CUST03144,COUR0721,-37.8155255,144.9878219,2020-03-28,14:14:30,0,1,Motorbike,"[('chaat', 1), ('panipuri', 1), ('vada pav', 2), ('masala poori', 2)]",0,122.53,7076.0,14,,5.463
ORD339405,REST0538,CUST13716,COUR4070,-37.8153515,144.9673938,2020-08-11,05:48:07,0,0,Car,"[('masala papad', 3), ('biryani', 1), ('chicken grill', 1)]",10,51.921,5854.0,14,,3.8324
ORD110202,REST0070,CUST07003,COUR4867,-37.807301700000004,144.95551569999998,2020-05-06,18:11:52,1,0,Car,"[('vegetarian', 2), ('babycorn manchurian', 2), ('noodles', 1)]",10,90.495,,4,,
ORD125460,REST0070,CUST13768,COUR0759,-37.8134857,144.9585706,2020-10-14,19:11:12,1,0,Bike,"[('mango salad', 3), ('noodles', 3)]",0,69.93,,6,,
ORD332549,REST1563,CUST02162,COUR4771,-37.803331799999995,144.94908940000002,2020-11-02,17:12:31,0,0,Car,"[('bamboo biryani', 1), ('murgh ghee roast', 2), ('dal makhani', 1), ('garlic naan', 2)]",45,37.378,2842.0,7,,3.2496
ORD210819,REST1149,CUST02643,COUR1810,-37.8094724,144.9573036,2020-04-03,12:27:41,1,0,Motorbike,"[('egg roll', 2), ('omelette', 3)]",10,81.774,,7,,
ORD228395,REST0070,CUST00233,COUR2672,-37.8196979,144.95149650000002,2020-07-12,05:16:29,0,1,Bike,"[('laksa soup', 2), ('veg fritters', 1), ('noodles', 3), ('mango salad', 3)]",10,92.529,,10,,
ORD235710,REST1563,CUST03636,COUR2331,-37.8205354,144.9678249,2020-05-29,19:54:43,1,0,Bike,"[('murgh ghee roast', 1), ('chicken biryani', 3)]",20,49.432,1419.0,7,,4.6753
ORD021157,REST0070,CUST09884,COUR2993,-37.808530499999996,144.94215780000002,2020-12-22,15:29:40,0,0,Motorbike,"[('vegetarian', 2), ('babycorn manchurian', 1), ('laksa soup', 2)]",0,71.91,2937.0,6,,3.3215
ORD131693,REST1563,CUST00847,COUR4074,-37.799398499999995,144.99978049999999,2020-06-20,13:07:15,1,1,Car,"[('murgh ghee roast', 3), ('dal makhani', 1), ('bamboo biryani', 3)]",0,84.94,3550.0,9,,6.14
